 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   6,   projectile: electron
 #  Kinetic energy = 1.52383E+08 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
   1.37472948E+02  8.71572413E-01  8.81048E-16  2.40685E-17  2.23874E-15  5.99578E-17
   1.37978056E+02  8.74477860E-01  8.58767E-16  2.35681E-17  2.20965E-15  5.94288E-17
   1.38483203E+02  8.77354790E-01  8.36849E-16  2.30715E-17  2.18066E-15  5.88926E-17
   1.38988391E+02  8.80202983E-01  8.15290E-16  2.25783E-17  2.15176E-15  5.83492E-17
   1.39493618E+02  8.83022222E-01  7.94086E-16  2.20888E-17  2.12295E-15  5.77988E-17
   1.39998884E+02  8.85812292E-01  7.73233E-16  2.16032E-17  2.09423E-15  5.72411E-17
   1.40504189E+02  8.88572981E-01  7.52728E-16  2.11215E-17  2.06560E-15  5.66767E-17
   1.41009533E+02  8.91304078E-01  7.32566E-16  2.06444E-17  2.03705E-15  5.61057E-17
   1.41514914E+02  8.94005377E-01  7.12745E-16  2.01705E-17  2.00859E-15  5.55282E-17
   1.42020333E+02  8.96676670E-01  6.93260E-16  1.97017E-17  1.98021E-15  5.49438E-17
   1.42525789E+02  8.99317755E-01  6.74109E-16  1.92370E-17  1.95192E-15  5.43536E-17
   1.43031282E+02  9.01928430E-01  6.55287E-16  1.87767E-17  1.92370E-15  5.37572E-17
   1.43536811E+02  9.04508497E-01  6.36792E-16  1.83207E-17  1.89556E-15  5.31544E-17
   1.44042376E+02  9.07057759E-01  6.18621E-16  1.78693E-17  1.86750E-15  5.25457E-17
   1.44547976E+02  9.09576022E-01  6.00769E-16  1.74228E-17  1.83952E-15  5.19310E-17
   1.45053612E+02  9.12063094E-01  5.83235E-16  1.69813E-17  1.81162E-15  5.13107E-17
   1.45559282E+02  9.14518786E-01  5.66014E-16  1.65445E-17  1.78378E-15  5.06845E-17
   1.46064986E+02  9.16942911E-01  5.49105E-16  1.61127E-17  1.75602E-15  5.00532E-17
   1.46570723E+02  9.19335284E-01  5.32504E-16  1.56857E-17  1.72833E-15  4.94164E-17
   1.47076494E+02  9.21695723E-01  5.16208E-16  1.52641E-17  1.70071E-15  4.87741E-17
   1.47582298E+02  9.24024048E-01  5.00215E-16  1.48474E-17  1.67316E-15  4.81271E-17
   1.48088134E+02  9.26320082E-01  4.84522E-16  1.44360E-17  1.64567E-15  4.74743E-17
   1.48594003E+02  9.28583650E-01  4.69126E-16  1.40301E-17  1.61826E-15  4.68170E-17
   1.49099902E+02  9.30814580E-01  4.54025E-16  1.36296E-17  1.59090E-15  4.61544E-17
   1.49605833E+02  9.33012702E-01  4.39216E-16  1.32344E-17  1.56361E-15  4.54873E-17
   1.50111794E+02  9.35177848E-01  4.24696E-16  1.28451E-17  1.53638E-15  4.48154E-17
   1.50617785E+02  9.37309854E-01  4.10464E-16  1.24608E-17  1.50922E-15  4.41391E-17
   1.51123806E+02  9.39408556E-01  3.96516E-16  1.20827E-17  1.48211E-15  4.34582E-17
   1.51629856E+02  9.41473796E-01  3.82852E-16  1.17092E-17  1.45506E-15  4.27733E-17
   1.52135935E+02  9.43505417E-01  3.69468E-16  1.13423E-17  1.42807E-15  4.20834E-17
   1.52642042E+02  9.45503262E-01  3.56362E-16  1.09809E-17  1.40113E-15  4.13897E-17
   1.53148177E+02  9.47467181E-01  3.43531E-16  1.06256E-17  1.37425E-15  4.06917E-17
   1.53654339E+02  9.49397023E-01  3.30975E-16  1.02759E-17  1.34742E-15  3.99901E-17
   1.54160528E+02  9.51292642E-01  3.18691E-16  9.93228E-18  1.32065E-15  3.92840E-17
   1.54666743E+02  9.53153894E-01  3.06676E-16  9.59485E-18  1.29393E-15  3.85744E-17
   1.55172984E+02  9.54980635E-01  2.94929E-16  9.26343E-18  1.26725E-15  3.78612E-17
   1.55679250E+02  9.56772729E-01  2.83448E-16  8.93793E-18  1.24063E-15  3.71442E-17
   1.56185541E+02  9.58530037E-01  2.72232E-16  8.61854E-18  1.21406E-15  3.64237E-17
   1.56691857E+02  9.60252427E-01  2.61278E-16  8.30525E-18  1.18753E-15  3.56997E-17
   1.57198197E+02  9.61939766E-01  2.50585E-16  7.99803E-18  1.16105E-15  3.49723E-17
   1.57704560E+02  9.63591927E-01  2.40150E-16  7.69721E-18  1.13461E-15  3.42413E-17
   1.58210946E+02  9.65208784E-01  2.29973E-16  7.40291E-18  1.10822E-15  3.35071E-17
   1.58717354E+02  9.66790213E-01  2.20051E-16  7.11477E-18  1.08187E-15  3.27701E-17
   1.59223785E+02  9.68336095E-01  2.10384E-16  6.83258E-18  1.05556E-15  3.20301E-17
   1.59730236E+02  9.69846310E-01  2.00969E-16  6.55746E-18  1.02929E-15  3.12867E-17
   1.60236709E+02  9.71320746E-01  1.91805E-16  6.28821E-18  1.00306E-15  3.05409E-17
   1.60743202E+02  9.72759288E-01  1.82891E-16  6.02552E-18  9.76867E-16  2.97920E-17
   1.61249715E+02  9.74161828E-01  1.74225E-16  5.76932E-18  9.50713E-16  2.90406E-17
   1.61756248E+02  9.75528258E-01  1.65806E-16  5.51957E-18  9.24596E-16  2.82862E-17
   1.62262800E+02  9.76858475E-01  1.57632E-16  5.27657E-18  8.98513E-16  2.75294E-17
   1.62769369E+02  9.78152378E-01  1.49703E-16  5.03982E-18  8.72465E-16  2.67702E-17
   1.63275957E+02  9.79409867E-01  1.42017E-16  4.80984E-18  8.46450E-16  2.60086E-17
   1.63782563E+02  9.80630848E-01  1.34572E-16  4.58652E-18  8.20467E-16  2.52443E-17
   1.64289185E+02  9.81815227E-01  1.27369E-16  4.36967E-18  7.94515E-16  2.44783E-17
   1.64795823E+02  9.82962913E-01  1.20405E-16  4.15951E-18  7.68593E-16  2.37097E-17
   1.65302477E+02  9.84073820E-01  1.13679E-16  3.95615E-18  7.42700E-16  2.29391E-17
   1.65809147E+02  9.85147863E-01  1.07190E-16  3.76006E-18  7.16835E-16  2.21666E-17
   1.66315832E+02  9.86184960E-01  1.00939E-16  3.56964E-18  6.90996E-16  2.13924E-17
   1.66822530E+02  9.87185032E-01  9.49233E-17  3.38645E-18  6.65184E-16  2.06157E-17
   1.67329243E+02  9.88148004E-01  8.91419E-17  3.20997E-18  6.39397E-16  1.98375E-17
   1.67835969E+02  9.89073800E-01  8.35942E-17  3.04024E-18  6.13634E-16  1.90575E-17
   1.68342708E+02  9.89962352E-01  7.82787E-17  2.87776E-18  5.87895E-16  1.82757E-17
   1.68849458E+02  9.90813592E-01  7.31971E-17  2.72086E-18  5.62176E-16  1.74928E-17
   1.69356221E+02  9.91627454E-01  6.83449E-17  2.57203E-18  5.36481E-16  1.67072E-17
   1.69862995E+02  9.92403877E-01  6.37234E-17  2.42998E-18  5.10803E-16  1.59214E-17
   1.70369779E+02  9.93142801E-01  5.93320E-17  2.29458E-18  4.85146E-16  1.51336E-17
   1.70876574E+02  9.93844170E-01  5.51706E-17  2.16547E-18  4.59506E-16  1.43450E-17
   1.71383378E+02  9.94507932E-01  5.12365E-17  2.04407E-18  4.33884E-16  1.35544E-17
   1.71890191E+02  9.95134034E-01  4.75313E-17  1.92896E-18  4.08278E-16  1.27632E-17
   1.72397012E+02  9.95722431E-01  4.40534E-17  1.82076E-18  3.82687E-16  1.19709E-17
   1.72903842E+02  9.96273076E-01  4.08020E-17  1.71976E-18  3.57110E-16  1.11774E-17
   1.73410679E+02  9.96785928E-01  3.77762E-17  1.62615E-18  3.31547E-16  1.03833E-17
   1.73917523E+02  9.97260948E-01  3.49776E-17  1.53859E-18  3.05996E-16  9.58773E-18
   1.74424374E+02  9.97698099E-01  3.24044E-17  1.45812E-18  2.80456E-16  8.79176E-18
   1.74931230E+02  9.98097349E-01  3.00562E-17  1.38458E-18  2.54927E-16  7.99497E-18
   1.75438092E+02  9.98458667E-01  2.79322E-17  1.31839E-18  2.29408E-16  7.19712E-18
   1.75944959E+02  9.98782025E-01  2.60319E-17  1.25971E-18  2.03896E-16  6.39935E-18
   1.76451829E+02  9.99067399E-01  2.43583E-17  1.20611E-18  1.78392E-16  5.60063E-18
   1.76958704E+02  9.99314767E-01  2.29060E-17  1.16135E-18  1.52896E-16  4.80095E-18
   1.77465582E+02  9.99524111E-01  2.16778E-17  1.12330E-18  1.27405E-16  4.00124E-18
   1.77972462E+02  9.99695414E-01  2.06740E-17  1.09155E-18  1.01917E-16  3.20233E-18
   1.78479345E+02  9.99828662E-01  1.98931E-17  1.06699E-18  7.64353E-17  2.40135E-18
   1.78986229E+02  9.99923848E-01  1.93344E-17  1.05019E-18  5.09551E-17  1.60118E-18
   1.79493114E+02  9.99980962E-01  1.90013E-17  1.03865E-18  2.54747E-17  8.02182E-19
   1.79999992E+02  1.00000000E+00  1.88843E-17  1.03929E-18  3.57165E-31  1.14970E-32
