

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 1.52383E+08 eV

  ONLY INNER PHASE SHIFTS ARE TABULATED

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.05760052E-02      0.00000000E+00
       1     -3.22673205E-03     -2.04794802E-02
       2     -4.36063878E-04     -3.21067650E-03
       3     -5.04652494E-05     -4.33788222E-04
       4     -5.16745553E-06     -5.01936285E-05
       5     -4.77995272E-07     -5.13902559E-06
       6     -4.01379081E-08     -4.75316792E-07
       7     -3.04500267E-09     -3.99091012E-08
       8     -2.07320996E-10     -3.02736033E-09
       9     -1.26205034E-11     -2.06100242E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  6.950E+01 9.67040E-30  2.844E-06 ( 2.559E-15,-2.368E-17) ( 1.767E-15,-1.634E-17)  1.00E-07
  7.000E+01 9.16728E-30  3.226E-06 ( 2.484E-15,-2.103E-17) ( 1.731E-15,-1.465E-17)  1.00E-07
  7.050E+01 8.69095E-30  3.694E-06 ( 2.411E-15,-1.852E-17) ( 1.696E-15,-1.302E-17)  1.00E-07
  7.100E+01 8.23994E-30  4.067E-06 ( 2.341E-15,-1.614E-17) ( 1.661E-15,-1.145E-17)  1.00E-07
  7.150E+01 7.81286E-30  4.510E-06 ( 2.272E-15,-1.388E-17) ( 1.628E-15,-9.936E-18)  1.00E-07
  7.200E+01 7.40839E-30  4.991E-06 ( 2.206E-15,-1.174E-17) ( 1.595E-15,-8.477E-18)  1.00E-07
  7.250E+01 7.02530E-30  5.484E-06 ( 2.141E-15,-9.706E-18) ( 1.562E-15,-7.072E-18)  1.00E-07
  7.300E+01 6.66242E-30  5.926E-06 ( 2.079E-15,-7.781E-18) ( 1.530E-15,-5.719E-18)  1.00E-07
  7.350E+01 6.31866E-30  6.400E-06 ( 2.018E-15,-5.958E-18) ( 1.499E-15,-4.417E-18)  1.00E-07
  7.400E+01 5.99298E-30  6.925E-06 ( 1.959E-15,-4.233E-18) ( 1.468E-15,-3.163E-18)  1.00E-07
  7.450E+01 5.68440E-30  7.521E-06 ( 1.901E-15,-2.602E-18) ( 1.438E-15,-1.957E-18)  1.00E-07
  7.500E+01 5.39200E-30  8.047E-06 ( 1.846E-15,-1.060E-18) ( 1.409E-15,-7.977E-19)  1.00E-07
  7.550E+01 5.11491E-30  8.619E-06 ( 1.792E-15, 3.954E-19) ( 1.380E-15, 3.169E-19)  1.00E-07
  7.600E+01 4.85230E-30  9.178E-06 ( 1.739E-15, 1.769E-18) ( 1.352E-15, 1.388E-18)  1.00E-07
  7.650E+01 4.60340E-30  9.739E-06 ( 1.688E-15, 3.064E-18) ( 1.324E-15, 2.416E-18)  1.00E-07
  7.700E+01 4.36748E-30  1.042E-05 ( 1.639E-15, 4.284E-18) ( 1.297E-15, 3.404E-18)  1.00E-07
  7.750E+01 4.14383E-30  1.106E-05 ( 1.591E-15, 5.433E-18) ( 1.270E-15, 4.351E-18)  1.00E-07
  7.800E+01 3.93182E-30  1.184E-05 ( 1.544E-15, 6.512E-18) ( 1.244E-15, 5.260E-18)  1.00E-07
  7.850E+01 3.73081E-30  1.248E-05 ( 1.499E-15, 7.526E-18) ( 1.218E-15, 6.132E-18)  1.00E-07
  7.900E+01 3.54023E-30  1.320E-05 ( 1.455E-15, 8.477E-18) ( 1.193E-15, 6.966E-18)  1.00E-07
  7.950E+01 3.35951E-30  1.392E-05 ( 1.412E-15, 9.369E-18) ( 1.168E-15, 7.766E-18)  1.00E-07
  8.000E+01 3.18815E-30  1.466E-05 ( 1.371E-15, 1.020E-17) ( 1.144E-15, 8.531E-18)  1.00E-07
  8.050E+01 3.02565E-30  1.559E-05 ( 1.331E-15, 1.098E-17) ( 1.120E-15, 9.262E-18)  1.00E-07
  8.100E+01 2.87153E-30  1.641E-05 ( 1.292E-15, 1.171E-17) ( 1.097E-15, 9.962E-18)  1.00E-07
  8.150E+01 2.72536E-30  1.716E-05 ( 1.254E-15, 1.238E-17) ( 1.074E-15, 1.063E-17)  1.00E-07
  8.200E+01 2.58672E-30  1.811E-05 ( 1.217E-15, 1.301E-17) ( 1.052E-15, 1.127E-17)  1.00E-07
  8.250E+01 2.45521E-30  1.914E-05 ( 1.181E-15, 1.360E-17) ( 1.030E-15, 1.188E-17)  1.00E-07
  8.300E+01 2.33047E-30  1.988E-05 ( 1.146E-15, 1.414E-17) ( 1.008E-15, 1.245E-17)  1.00E-07
  8.350E+01 2.21213E-30  2.096E-05 ( 1.112E-15, 1.463E-17) ( 9.871E-16, 1.301E-17)  1.00E-07
  8.400E+01 2.09986E-30  2.173E-05 ( 1.080E-15, 1.509E-17) ( 9.664E-16, 1.353E-17)  1.00E-07
  8.450E+01 1.99335E-30  2.285E-05 ( 1.048E-15, 1.551E-17) ( 9.461E-16, 1.403E-17)  1.00E-07
  8.500E+01 1.89230E-30  2.385E-05 ( 1.017E-15, 1.590E-17) ( 9.262E-16, 1.450E-17)  1.00E-07
  8.550E+01 1.79642E-30  2.493E-05 ( 9.868E-16, 1.625E-17) ( 9.067E-16, 1.495E-17)  1.00E-07
  8.600E+01 1.70544E-30  2.593E-05 ( 9.576E-16, 1.656E-17) ( 8.876E-16, 1.538E-17)  1.00E-07
  8.650E+01 1.61911E-30  2.717E-05 ( 9.293E-16, 1.685E-17) ( 8.689E-16, 1.578E-17)  1.00E-07
  8.700E+01 1.53719E-30  2.814E-05 ( 9.018E-16, 1.711E-17) ( 8.505E-16, 1.616E-17)  1.00E-07
  8.750E+01 1.45944E-30  2.955E-05 ( 8.751E-16, 1.733E-17) ( 8.325E-16, 1.652E-17)  1.00E-07
  8.800E+01 1.38566E-30  3.059E-05 ( 8.491E-16, 1.754E-17) ( 8.149E-16, 1.685E-17)  1.00E-07
  8.850E+01 1.31564E-30  3.190E-05 ( 8.239E-16, 1.771E-17) ( 7.976E-16, 1.717E-17)  1.00E-07
  8.900E+01 1.24919E-30  3.333E-05 ( 7.995E-16, 1.786E-17) ( 7.807E-16, 1.747E-17)  1.00E-07
  8.950E+01 1.18611E-30  3.451E-05 ( 7.757E-16, 1.799E-17) ( 7.640E-16, 1.775E-17)  1.00E-07
  9.000E+01 1.12625E-30  3.593E-05 ( 7.526E-16, 1.810E-17) ( 7.478E-16, 1.801E-17)  1.00E-07
  9.050E+01 1.06942E-30  3.722E-05 ( 7.302E-16, 1.818E-17) ( 7.318E-16, 1.825E-17)  1.00E-07
  9.100E+01 1.01548E-30  3.884E-05 ( 7.084E-16, 1.825E-17) ( 7.162E-16, 1.847E-17)  1.00E-07
  9.150E+01 9.64279E-31  4.022E-05 ( 6.873E-16, 1.829E-17) ( 7.009E-16, 1.868E-17)  1.00E-07
  9.200E+01 9.15674E-31  4.195E-05 ( 6.668E-16, 1.832E-17) ( 6.859E-16, 1.888E-17)  1.00E-07
  9.250E+01 8.69533E-31  4.333E-05 ( 6.468E-16, 1.833E-17) ( 6.711E-16, 1.905E-17)  1.00E-07
  9.300E+01 8.25730E-31  4.494E-05 ( 6.275E-16, 1.833E-17) ( 6.567E-16, 1.921E-17)  1.00E-07
  9.350E+01 7.84146E-31  4.682E-05 ( 6.087E-16, 1.831E-17) ( 6.426E-16, 1.936E-17)  1.00E-07
  9.400E+01 7.44667E-31  4.829E-05 ( 5.904E-16, 1.828E-17) ( 6.288E-16, 1.950E-17)  1.00E-07
  9.450E+01 7.07184E-31  5.019E-05 ( 5.727E-16, 1.823E-17) ( 6.152E-16, 1.962E-17)  1.00E-07
  9.500E+01 6.71598E-31  5.165E-05 ( 5.555E-16, 1.817E-17) ( 6.019E-16, 1.972E-17)  1.00E-07
  9.550E+01 6.37810E-31  5.381E-05 ( 5.388E-16, 1.810E-17) ( 5.889E-16, 1.982E-17)  1.00E-07
  9.600E+01 6.05729E-31  5.563E-05 ( 5.225E-16, 1.802E-17) ( 5.762E-16, 1.990E-17)  1.00E-07
  9.650E+01 5.75268E-31  5.772E-05 ( 5.068E-16, 1.792E-17) ( 5.637E-16, 1.997E-17)  1.00E-07
  9.700E+01 5.46346E-31  5.982E-05 ( 4.915E-16, 1.782E-17) ( 5.514E-16, 2.003E-17)  1.00E-07
  9.750E+01 5.18882E-31  6.164E-05 ( 4.766E-16, 1.771E-17) ( 5.395E-16, 2.008E-17)  1.00E-07
  9.800E+01 4.92804E-31  6.392E-05 ( 4.622E-16, 1.759E-17) ( 5.277E-16, 2.011E-17)  1.00E-07
  9.850E+01 4.68042E-31  6.597E-05 ( 4.482E-16, 1.746E-17) ( 5.162E-16, 2.014E-17)  1.00E-07
  9.900E+01 4.44527E-31  6.794E-05 ( 4.346E-16, 1.732E-17) ( 5.049E-16, 2.016E-17)  1.00E-07
  9.950E+01 4.22197E-31  7.054E-05 ( 4.214E-16, 1.717E-17) ( 4.939E-16, 2.017E-17)  1.00E-07
  1.000E+02 4.00993E-31  7.273E-05 ( 4.085E-16, 1.702E-17) ( 4.831E-16, 2.017E-17)  1.00E-07
  1.005E+02 3.80855E-31  7.478E-05 ( 3.961E-16, 1.687E-17) ( 4.725E-16, 2.016E-17)  1.00E-07
  1.010E+02 3.61732E-31  7.733E-05 ( 3.840E-16, 1.670E-17) ( 4.622E-16, 2.014E-17)  1.00E-07
  1.015E+02 3.43571E-31  8.007E-05 ( 3.723E-16, 1.653E-17) ( 4.520E-16, 2.011E-17)  1.00E-07
  1.020E+02 3.26324E-31  8.239E-05 ( 3.609E-16, 1.636E-17) ( 4.421E-16, 2.008E-17)  1.00E-07
  1.025E+02 3.09945E-31  8.557E-05 ( 3.498E-16, 1.618E-17) ( 4.323E-16, 2.004E-17)  1.00E-07
  1.030E+02 2.94389E-31  8.810E-05 ( 3.391E-16, 1.600E-17) ( 4.228E-16, 1.999E-17)  1.00E-07
  1.035E+02 2.79615E-31  9.105E-05 ( 3.287E-16, 1.582E-17) ( 4.134E-16, 1.994E-17)  1.00E-07
  1.040E+02 2.65583E-31  9.406E-05 ( 3.186E-16, 1.563E-17) ( 4.043E-16, 1.987E-17)  1.00E-07
  1.045E+02 2.52257E-31  9.691E-05 ( 3.087E-16, 1.544E-17) ( 3.954E-16, 1.981E-17)  1.00E-07
  1.050E+02 2.39600E-31  9.938E-05 ( 2.992E-16, 1.524E-17) ( 3.866E-16, 1.973E-17)  1.00E-07
  1.055E+02 2.27579E-31  1.028E-04 ( 2.900E-16, 1.505E-17) ( 3.780E-16, 1.965E-17)  1.00E-07
  1.060E+02 2.16162E-31  1.060E-04 ( 2.810E-16, 1.485E-17) ( 3.696E-16, 1.957E-17)  1.00E-07
  1.065E+02 2.05317E-31  1.092E-04 ( 2.723E-16, 1.464E-17) ( 3.614E-16, 1.948E-17)  1.00E-07
  1.070E+02 1.95018E-31  1.122E-04 ( 2.638E-16, 1.444E-17) ( 3.533E-16, 1.938E-17)  1.00E-07
  1.075E+02 1.85235E-31  1.158E-04 ( 2.556E-16, 1.424E-17) ( 3.454E-16, 1.928E-17)  1.00E-07
  1.080E+02 1.75943E-31  1.190E-04 ( 2.476E-16, 1.403E-17) ( 3.377E-16, 1.918E-17)  1.00E-07
  1.085E+02 1.67117E-31  1.229E-04 ( 2.399E-16, 1.383E-17) ( 3.302E-16, 1.907E-17)  1.00E-07
  1.090E+02 1.58734E-31  1.271E-04 ( 2.324E-16, 1.362E-17) ( 3.228E-16, 1.896E-17)  1.00E-07
  1.095E+02 1.50771E-31  1.310E-04 ( 2.251E-16, 1.341E-17) ( 3.155E-16, 1.884E-17)  1.00E-07
  1.100E+02 1.43208E-31  1.339E-04 ( 2.181E-16, 1.320E-17) ( 3.084E-16, 1.872E-17)  1.00E-07
  1.105E+02 1.36023E-31  1.386E-04 ( 2.112E-16, 1.300E-17) ( 3.015E-16, 1.859E-17)  1.00E-07
  1.110E+02 1.29199E-31  1.429E-04 ( 2.046E-16, 1.279E-17) ( 2.947E-16, 1.847E-17)  1.00E-07
  1.115E+02 1.22718E-31  1.468E-04 ( 1.981E-16, 1.258E-17) ( 2.881E-16, 1.834E-17)  1.00E-07
  1.120E+02 1.16560E-31  1.509E-04 ( 1.919E-16, 1.237E-17) ( 2.815E-16, 1.820E-17)  1.00E-07
  1.125E+02 1.10712E-31  1.557E-04 ( 1.858E-16, 1.217E-17) ( 2.752E-16, 1.807E-17)  1.00E-07
  1.130E+02 1.05157E-31  1.602E-04 ( 1.799E-16, 1.196E-17) ( 2.689E-16, 1.793E-17)  1.00E-07
  1.135E+02 9.98796E-32  1.648E-04 ( 1.742E-16, 1.175E-17) ( 2.628E-16, 1.778E-17)  1.00E-07
  1.140E+02 9.48668E-32  1.692E-04 ( 1.686E-16, 1.155E-17) ( 2.569E-16, 1.764E-17)  1.00E-07
  1.145E+02 9.01054E-32  1.747E-04 ( 1.632E-16, 1.134E-17) ( 2.510E-16, 1.749E-17)  1.00E-07
  1.150E+02 8.55823E-32  1.797E-04 ( 1.580E-16, 1.114E-17) ( 2.453E-16, 1.734E-17)  1.00E-07
  1.155E+02 8.12859E-32  1.841E-04 ( 1.530E-16, 1.094E-17) ( 2.397E-16, 1.719E-17)  1.00E-07
  1.160E+02 7.72045E-32  1.896E-04 ( 1.481E-16, 1.074E-17) ( 2.343E-16, 1.704E-17)  1.00E-07
  1.165E+02 7.33276E-32  1.946E-04 ( 1.433E-16, 1.054E-17) ( 2.289E-16, 1.689E-17)  1.00E-07
  1.170E+02 6.96448E-32  2.009E-04 ( 1.387E-16, 1.034E-17) ( 2.237E-16, 1.673E-17)  1.00E-07
  1.175E+02 6.61466E-32  2.070E-04 ( 1.342E-16, 1.015E-17) ( 2.185E-16, 1.657E-17)  1.00E-07
  1.180E+02 6.28234E-32  2.116E-04 ( 1.298E-16, 9.952E-18) ( 2.135E-16, 1.642E-17)  1.00E-07
  1.185E+02 5.96666E-32  2.170E-04 ( 1.256E-16, 9.759E-18) ( 2.086E-16, 1.626E-17)  1.00E-07
  1.190E+02 5.66678E-32  2.244E-04 ( 1.216E-16, 9.568E-18) ( 2.038E-16, 1.610E-17)  1.00E-07
  1.195E+02 5.38193E-32  2.291E-04 ( 1.176E-16, 9.379E-18) ( 1.991E-16, 1.593E-17)  1.00E-07
  1.200E+02 5.11133E-32  2.361E-04 ( 1.137E-16, 9.191E-18) ( 1.945E-16, 1.577E-17)  1.00E-07
  1.205E+02 4.85428E-32  2.426E-04 ( 1.100E-16, 9.006E-18) ( 1.900E-16, 1.561E-17)  1.00E-07
  1.210E+02 4.61010E-32  2.493E-04 ( 1.064E-16, 8.822E-18) ( 1.856E-16, 1.544E-17)  1.00E-07
  1.215E+02 4.37813E-32  2.565E-04 ( 1.029E-16, 8.640E-18) ( 1.813E-16, 1.528E-17)  1.00E-07
  1.220E+02 4.15779E-32  2.629E-04 ( 9.952E-17, 8.461E-18) ( 1.771E-16, 1.511E-17)  1.00E-07
  1.225E+02 3.94847E-32  2.710E-04 ( 9.623E-17, 8.283E-18) ( 1.730E-16, 1.495E-17)  1.00E-07
  1.230E+02 3.74964E-32  2.788E-04 ( 9.304E-17, 8.108E-18) ( 1.690E-16, 1.478E-17)  1.00E-07
  1.235E+02 3.56075E-32  2.850E-04 ( 8.995E-17, 7.934E-18) ( 1.650E-16, 1.462E-17)  1.00E-07
  1.240E+02 3.38132E-32  2.932E-04 ( 8.695E-17, 7.763E-18) ( 1.612E-16, 1.445E-17)  1.00E-07
  1.245E+02 3.21087E-32  3.017E-04 ( 8.405E-17, 7.594E-18) ( 1.574E-16, 1.428E-17)  1.00E-07
  1.250E+02 3.04895E-32  3.087E-04 ( 8.123E-17, 7.427E-18) ( 1.537E-16, 1.411E-17)  1.00E-07
  1.255E+02 2.89514E-32  3.180E-04 ( 7.850E-17, 7.262E-18) ( 1.501E-16, 1.395E-17)  1.00E-07
  1.260E+02 2.74903E-32  3.264E-04 ( 7.586E-17, 7.100E-18) ( 1.466E-16, 1.378E-17)  1.00E-07
  1.265E+02 2.61023E-32  3.350E-04 ( 7.330E-17, 6.939E-18) ( 1.432E-16, 1.361E-17)  1.00E-07
  1.270E+02 2.47838E-32  3.438E-04 ( 7.081E-17, 6.781E-18) ( 1.398E-16, 1.345E-17)  1.00E-07
  1.275E+02 2.35313E-32  3.540E-04 ( 6.841E-17, 6.625E-18) ( 1.365E-16, 1.328E-17)  1.00E-07
  1.280E+02 2.23415E-32  3.636E-04 ( 6.608E-17, 6.472E-18) ( 1.333E-16, 1.311E-17)  1.00E-07
  1.285E+02 2.12113E-32  3.733E-04 ( 6.382E-17, 6.321E-18) ( 1.301E-16, 1.295E-17)  1.00E-07
  1.290E+02 2.01377E-32  3.828E-04 ( 6.163E-17, 6.171E-18) ( 1.270E-16, 1.278E-17)  1.00E-07
  1.295E+02 1.91177E-32  3.948E-04 ( 5.951E-17, 6.025E-18) ( 1.240E-16, 1.262E-17)  1.00E-07
  1.300E+02 1.81490E-32  4.035E-04 ( 5.746E-17, 5.880E-18) ( 1.211E-16, 1.245E-17)  1.00E-07
  1.305E+02 1.72287E-32  4.142E-04 ( 5.547E-17, 5.738E-18) ( 1.182E-16, 1.229E-17)  1.00E-07
  1.310E+02 1.63544E-32  4.247E-04 ( 5.355E-17, 5.598E-18) ( 1.154E-16, 1.212E-17)  1.00E-07
  1.315E+02 1.55240E-32  4.363E-04 ( 5.168E-17, 5.460E-18) ( 1.126E-16, 1.196E-17)  1.00E-07
  1.320E+02 1.47351E-32  4.510E-04 ( 4.988E-17, 5.324E-18) ( 1.099E-16, 1.180E-17)  1.00E-07
  1.325E+02 1.39858E-32  4.599E-04 ( 4.813E-17, 5.191E-18) ( 1.073E-16, 1.164E-17)  1.00E-07
  1.330E+02 1.32740E-32  4.731E-04 ( 4.643E-17, 5.060E-18) ( 1.047E-16, 1.148E-17)  1.00E-07
  1.335E+02 1.25978E-32  4.847E-04 ( 4.479E-17, 4.931E-18) ( 1.022E-16, 1.132E-17)  1.00E-07
  1.340E+02 1.19555E-32  4.971E-04 ( 4.320E-17, 4.804E-18) ( 9.971E-17, 1.116E-17)  1.00E-07
  1.345E+02 1.13453E-32  5.112E-04 ( 4.167E-17, 4.679E-18) ( 9.730E-17, 1.100E-17)  1.00E-07
  1.350E+02 1.07658E-32  5.245E-04 ( 4.018E-17, 4.557E-18) ( 9.494E-17, 1.084E-17)  1.00E-07
  1.355E+02 1.02152E-32  5.383E-04 ( 3.874E-17, 4.437E-18) ( 9.263E-17, 1.068E-17)  1.00E-07
  1.360E+02 9.69227E-33  5.537E-04 ( 3.734E-17, 4.318E-18) ( 9.038E-17, 1.052E-17)  1.00E-07
  1.365E+02 9.19555E-33  5.703E-04 ( 3.599E-17, 4.202E-18) ( 8.818E-17, 1.037E-17)  1.00E-07
  1.370E+02 8.72370E-33  5.848E-04 ( 3.469E-17, 4.088E-18) ( 8.602E-17, 1.021E-17)  1.00E-07
  1.375E+02 8.27552E-33  5.991E-04 ( 3.342E-17, 3.976E-18) ( 8.391E-17, 1.006E-17)  1.00E-07
  1.380E+02 7.84976E-33  6.161E-04 ( 3.220E-17, 3.867E-18) ( 8.185E-17, 9.905E-18)  1.00E-07
  1.385E+02 7.44540E-33  6.330E-04 ( 3.101E-17, 3.759E-18) ( 7.984E-17, 9.753E-18)  1.00E-07
  1.390E+02 7.06127E-33  6.490E-04 ( 2.987E-17, 3.653E-18) ( 7.787E-17, 9.602E-18)  1.00E-07
  1.395E+02 6.69641E-33  6.667E-04 ( 2.876E-17, 3.549E-18) ( 7.594E-17, 9.451E-18)  1.00E-07
  1.400E+02 6.34983E-33  6.858E-04 ( 2.769E-17, 3.448E-18) ( 7.406E-17, 9.302E-18)  1.00E-07
  1.405E+02 6.02066E-33  7.032E-04 ( 2.665E-17, 3.348E-18) ( 7.222E-17, 9.153E-18)  1.00E-07
  1.410E+02 5.70800E-33  7.225E-04 ( 2.564E-17, 3.250E-18) ( 7.042E-17, 9.005E-18)  1.00E-07
  1.415E+02 5.41099E-33  7.348E-04 ( 2.467E-17, 3.155E-18) ( 6.866E-17, 8.858E-18)  1.00E-07
  1.420E+02 5.12891E-33  7.637E-04 ( 2.374E-17, 3.060E-18) ( 6.693E-17, 8.713E-18)  1.00E-07
  1.425E+02 4.86099E-33  7.770E-04 ( 2.283E-17, 2.968E-18) ( 6.525E-17, 8.568E-18)  1.00E-07
  1.430E+02 4.60648E-33  7.975E-04 ( 2.195E-17, 2.878E-18) ( 6.360E-17, 8.424E-18)  1.00E-07
  1.435E+02 4.36475E-33  8.191E-04 ( 2.110E-17, 2.790E-18) ( 6.199E-17, 8.281E-18)  1.00E-07
  1.440E+02 4.13518E-33  8.431E-04 ( 2.028E-17, 2.703E-18) ( 6.042E-17, 8.140E-18)  1.00E-07
  1.445E+02 3.91714E-33  8.702E-04 ( 1.949E-17, 2.619E-18) ( 5.888E-17, 7.999E-18)  1.00E-07
  1.450E+02 3.71005E-33  8.921E-04 ( 1.872E-17, 2.536E-18) ( 5.737E-17, 7.859E-18)  1.00E-07
  1.455E+02 3.51335E-33  9.140E-04 ( 1.798E-17, 2.455E-18) ( 5.590E-17, 7.720E-18)  1.00E-07
  1.460E+02 3.32655E-33  9.359E-04 ( 1.726E-17, 2.375E-18) ( 5.446E-17, 7.582E-18)  1.00E-07
  1.465E+02 3.14912E-33  9.614E-04 ( 1.657E-17, 2.297E-18) ( 5.305E-17, 7.445E-18)  1.00E-07
  1.470E+02 2.98061E-33  9.929E-04 ( 1.590E-17, 2.221E-18) ( 5.167E-17, 7.310E-18)  1.00E-07
  1.475E+02 2.82059E-33  1.017E-03 ( 1.526E-17, 2.147E-18) ( 5.032E-17, 7.175E-18)  1.00E-07
  1.480E+02 2.66859E-33  1.051E-03 ( 1.463E-17, 2.074E-18) ( 4.900E-17, 7.041E-18)  1.00E-07
  1.485E+02 2.52428E-33  1.079E-03 ( 1.403E-17, 2.003E-18) ( 4.770E-17, 6.908E-18)  1.00E-07
  1.490E+02 2.38721E-33  1.109E-03 ( 1.345E-17, 1.934E-18) ( 4.644E-17, 6.776E-18)  1.00E-07
  1.495E+02 2.25706E-33  1.135E-03 ( 1.289E-17, 1.866E-18) ( 4.520E-17, 6.645E-18)  1.00E-07
  1.500E+02 2.13345E-33  1.167E-03 ( 1.234E-17, 1.800E-18) ( 4.399E-17, 6.515E-18)  1.00E-07
  1.505E+02 2.01608E-33  1.192E-03 ( 1.182E-17, 1.735E-18) ( 4.281E-17, 6.386E-18)  1.00E-07
  1.510E+02 1.90462E-33  1.231E-03 ( 1.131E-17, 1.672E-18) ( 4.165E-17, 6.258E-18)  1.00E-07
  1.515E+02 1.79879E-33  1.256E-03 ( 1.082E-17, 1.610E-18) ( 4.051E-17, 6.131E-18)  1.00E-07
  1.520E+02 1.69829E-33  1.315E-03 ( 1.035E-17, 1.549E-18) ( 3.940E-17, 6.005E-18)  1.00E-07
  1.525E+02 1.60290E-33  1.348E-03 ( 9.898E-18, 1.491E-18) ( 3.832E-17, 5.879E-18)  1.00E-07
  1.530E+02 1.51231E-33  1.391E-03 ( 9.460E-18, 1.433E-18) ( 3.725E-17, 5.755E-18)  1.00E-07
  1.535E+02 1.42632E-33  1.425E-03 ( 9.037E-18, 1.377E-18) ( 3.621E-17, 5.631E-18)  1.00E-07
  1.540E+02 1.34466E-33  1.474E-03 ( 8.629E-18, 1.323E-18) ( 3.519E-17, 5.509E-18)  1.00E-07
  1.545E+02 1.26717E-33  1.517E-03 ( 8.235E-18, 1.270E-18) ( 3.419E-17, 5.387E-18)  1.00E-07
  1.550E+02 1.19359E-33  1.557E-03 ( 7.856E-18, 1.218E-18) ( 3.321E-17, 5.266E-18)  1.00E-07
  1.555E+02 1.12375E-33  1.599E-03 ( 7.490E-18, 1.167E-18) ( 3.225E-17, 5.146E-18)  1.00E-07
  1.560E+02 1.05748E-33  1.647E-03 ( 7.138E-18, 1.118E-18) ( 3.131E-17, 5.027E-18)  1.00E-07
  1.565E+02 9.94569E-34  1.698E-03 ( 6.798E-18, 1.071E-18) ( 3.038E-17, 4.909E-18)  1.00E-07
  1.570E+02 9.34875E-34  1.752E-03 ( 6.472E-18, 1.024E-18) ( 2.948E-17, 4.791E-18)  1.00E-07
  1.575E+02 8.78234E-34  1.815E-03 ( 6.157E-18, 9.787E-19) ( 2.859E-17, 4.675E-18)  1.00E-07
  1.580E+02 8.24504E-34  1.871E-03 ( 5.854E-18, 9.347E-19) ( 2.772E-17, 4.558E-18)  1.00E-07
  1.585E+02 7.73529E-34  1.918E-03 ( 5.562E-18, 8.921E-19) ( 2.687E-17, 4.443E-18)  1.00E-07
  1.590E+02 7.25165E-34  1.978E-03 ( 5.281E-18, 8.506E-19) ( 2.603E-17, 4.329E-18)  1.00E-07
  1.595E+02 6.79298E-34  2.059E-03 ( 5.012E-18, 8.101E-19) ( 2.521E-17, 4.215E-18)  1.00E-07
  1.600E+02 6.35810E-34  2.107E-03 ( 4.752E-18, 7.712E-19) ( 2.441E-17, 4.102E-18)  1.00E-07
  1.605E+02 5.94570E-34  2.188E-03 ( 4.502E-18, 7.332E-19) ( 2.362E-17, 3.990E-18)  1.00E-07
  1.610E+02 5.55485E-34  2.264E-03 ( 4.263E-18, 6.963E-19) ( 2.284E-17, 3.879E-18)  1.00E-07
  1.615E+02 5.18435E-34  2.346E-03 ( 4.033E-18, 6.607E-19) ( 2.208E-17, 3.768E-18)  1.00E-07
  1.620E+02 4.83340E-34  2.431E-03 ( 3.812E-18, 6.261E-19) ( 2.133E-17, 3.658E-18)  1.00E-07
  1.625E+02 4.50090E-34  2.510E-03 ( 3.600E-18, 5.928E-19) ( 2.060E-17, 3.549E-18)  1.00E-07
  1.630E+02 4.18604E-34  2.612E-03 ( 3.396E-18, 5.604E-19) ( 1.987E-17, 3.440E-18)  1.00E-07
  1.635E+02 3.88793E-34  2.710E-03 ( 3.201E-18, 5.292E-19) ( 1.916E-17, 3.332E-18)  1.00E-07
  1.640E+02 3.60592E-34  2.805E-03 ( 3.015E-18, 4.991E-19) ( 1.846E-17, 3.224E-18)  1.00E-07
  1.645E+02 3.33903E-34  2.923E-03 ( 2.836E-18, 4.699E-19) ( 1.777E-17, 3.117E-18)  1.11E-07
  1.650E+02 3.08676E-34  3.043E-03 ( 2.665E-18, 4.419E-19) ( 1.710E-17, 3.011E-18)  1.24E-07
  1.655E+02 2.84832E-34  3.162E-03 ( 2.502E-18, 4.149E-19) ( 1.643E-17, 2.905E-18)  1.26E-07
  1.660E+02 2.62306E-34  3.250E-03 ( 2.345E-18, 3.892E-19) ( 1.577E-17, 2.800E-18)  1.00E-07
  1.665E+02 2.41043E-34  3.427E-03 ( 2.196E-18, 3.641E-19) ( 1.513E-17, 2.695E-18)  1.00E-07
  1.670E+02 2.20994E-34  3.570E-03 ( 2.054E-18, 3.401E-19) ( 1.449E-17, 2.591E-18)  1.00E-07
  1.675E+02 2.02093E-34  3.734E-03 ( 1.919E-18, 3.172E-19) ( 1.386E-17, 2.487E-18)  1.36E-07
  1.680E+02 1.84295E-34  3.912E-03 ( 1.790E-18, 2.952E-19) ( 1.324E-17, 2.384E-18)  1.70E-07
  1.685E+02 1.67554E-34  4.059E-03 ( 1.668E-18, 2.744E-19) ( 1.263E-17, 2.281E-18)  1.79E-07
  1.690E+02 1.51817E-34  4.349E-03 ( 1.553E-18, 2.539E-19) ( 1.202E-17, 2.179E-18)  1.54E-07
  1.695E+02 1.37064E-34  4.519E-03 ( 1.443E-18, 2.351E-19) ( 1.143E-17, 2.077E-18)  1.00E-07
